flight_id,flight_time,route_length,departure_city,arrival_city,model,range,fuel_l_km,fuel_tank_l,fuel_r_plan,cnt_economy,seats_economy,pay_economy,plan_economy,cnt_business,seats_business,pay_business,plan_business
136252,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,91,118,1115000.00,1445824.175824175854,11,12,402600.00,439200.000000000000
136961,49.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,84,85,532200.00,538535.7142857142857155,12,12,226800.00,226800.000000000000
136210,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,107,118,1309000.00,1443570.093457943912,11,12,402600.00,439200.000000000000
136631,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,78,85,494400.00,538769.2307692307692275,12,12,226800.00,226800.000000000000
136244,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,106,118,1300400.00,1447615.094339622666,11,12,402600.00,439200.000000000000
136702,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,73,85,462900.00,538993.1506849315068485,11,12,207900.00,226800.000000000000
136492,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,108,118,1324800.00,1447466.666666666706,10,12,366000.00,439200.000000000000
136653,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,78,85,493800.00,538115.3846153846153820,11,12,207900.00,226800.000000000000
136253,98.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,82,118,1005200.00,1446507.317073170772,11,12,402600.00,439200.000000000000
136592,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,80,85,507000.00,538687.5000000000000000,9,12,170100.00,226800.000000000000
136397,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,97,118,1188200.00,1445439.175257731932,7,12,256200.00,439200.000000000000
136680,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,80,85,507000.00,538687.5000000000000000,12,12,226800.00,226800.000000000000
136390,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,113,118,1384600.00,1445865.486725663674,12,12,439200.00,439200.000000000000
136617,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136207,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,101,118,1238200.00,1446609.900990098962,9,12,329400.00,439200.000000000000
136866,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,83,85,525900.00,538572.2891566265060200,11,12,207900.00,226800.000000000000
136262,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,116,118,1422400.00,1446924.137931034438,12,12,439200.00,439200.000000000000
136785,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136296,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,107,118,1312600.00,1447540.186915887824,10,12,366000.00,439200.000000000000
136801,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136327,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,99,118,1213800.00,1446751.515151515198,9,12,329400.00,439200.000000000000
136929,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,73,85,461700.00,537595.8904109589041125,9,12,170100.00,226800.000000000000
136368,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,118,118,1446800.00,1446799.999999999956,12,12,439200.00,439200.000000000000
136661,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,84,85,532200.00,538535.7142857142857155,12,12,226800.00,226800.000000000000
136420,98.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,93,118,1139400.00,1445690.322580645108,11,12,402600.00,439200.000000000000
136936,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,73,85,462300.00,538294.5205479452054805,9,12,170100.00,226800.000000000000
136458,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,101,118,1239400.00,1448011.881188118778,9,12,329400.00,439200.000000000000
136937,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,72,85,456000.00,538333.3333333333333305,9,12,170100.00,226800.000000000000
136119,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,102,118,1250400.00,1446541.176470588270,11,12,402600.00,439200.000000000000
136819,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,84,85,532200.00,538535.7142857142857155,12,12,226800.00,226800.000000000000
136159,98.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,103,118,1261400.00,1445099.029126213614,12,12,439200.00,439200.000000000000
136645,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,73,85,462900.00,538993.1506849315068485,9,12,170100.00,226800.000000000000
136202,102.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,89,118,1093000.00,1449146.067415730292,11,12,402600.00,439200.000000000000
136706,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,84,85,532200.00,538535.7142857142857155,11,12,207900.00,226800.000000000000
136209,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,102,118,1249200.00,1445152.941176470616,10,12,366000.00,439200.000000000000
136164,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,109,118,1335800.00,1446095.412844036694,11,12,402600.00,439200.000000000000
136632,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,80,85,506400.00,538050.0000000000000000,11,12,207900.00,226800.000000000000
136609,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,71,85,450300.00,539091.5492957746478890,10,12,189000.00,226800.000000000000
136122,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,87,118,1065000.00,1444482.758620689704,10,12,366000.00,439200.000000000000
136733,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,82,85,519600.00,538609.7560975609756110,12,12,226800.00,226800.000000000000
136464,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,93,118,1141800.00,1448735.483870967780,7,12,256200.00,439200.000000000000
136586,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,84,85,532200.00,538535.7142857142857155,12,12,226800.00,226800.000000000000
136423,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,118,118,1446800.00,1446799.999999999956,11,12,402600.00,439200.000000000000
136366,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,92,118,1124800.00,1442678.260869565202,11,12,402600.00,439200.000000000000
136855,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,75,85,475500.00,538900.0000000000000000,12,12,226800.00,226800.000000000000
136758,49.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136316,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,118,118,1446800.00,1446799.999999999956,12,12,439200.00,439200.000000000000
136871,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136275,98.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,113,118,1385800.00,1447118.584070796456,12,12,439200.00,439200.000000000000
136781,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136185,103.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,94,118,1154000.00,1448638.297872340418,10,12,366000.00,439200.000000000000
136709,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,76,85,481800.00,538855.2631578947368430,11,12,207900.00,226800.000000000000
136172,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,99,118,1215000.00,1448181.818181818214,11,12,402600.00,439200.000000000000
136907,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,84,85,532200.00,538535.7142857142857155,12,12,226800.00,226800.000000000000
136282,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,97,118,1189400.00,1446898.969072164974,9,12,329400.00,439200.000000000000
136669,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,83,85,525900.00,538572.2891566265060200,12,12,226800.00,226800.000000000000
136471,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,108,118,1323600.00,1446155.555555555608,12,12,439200.00,439200.000000000000
136649,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,84,85,532200.00,538535.7142857142857155,12,12,226800.00,226800.000000000000
136389,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,117,118,1434600.00,1446861.538461538516,12,12,439200.00,439200.000000000000
136654,49.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,84,85,532200.00,538535.7142857142857155,12,12,226800.00,226800.000000000000
136387,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,109,118,1335800.00,1446095.412844036694,12,12,439200.00,439200.000000000000
136887,49.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,70,85,444000.00,539142.8571428571428535,8,12,151200.00,226800.000000000000
136463,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,110,118,1349200.00,1447323.636363636310,12,12,439200.00,439200.000000000000
136755,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136428,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,104,118,1276000.00,1447769.230769230742,11,12,402600.00,439200.000000000000
136927,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136310,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,108,118,1324800.00,1447466.666666666706,9,12,329400.00,439200.000000000000
136767,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,73,85,462300.00,538294.5205479452054805,10,12,189000.00,226800.000000000000
136293,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,102,118,1250400.00,1446541.176470588270,12,12,439200.00,439200.000000000000
136838,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,76,85,481200.00,538184.2105263157894710,10,12,189000.00,226800.000000000000
136345,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,100,118,1224800.00,1445264.000000000000,8,12,292800.00,439200.000000000000
136571,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,83,85,525900.00,538572.2891566265060200,12,12,226800.00,226800.000000000000
136383,102.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,98,118,1200400.00,1445379.591836734730,8,12,292800.00,439200.000000000000
136720,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,83,85,525900.00,538572.2891566265060200,12,12,226800.00,226800.000000000000
136436,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,112,118,1372400.00,1445921.428571428622,12,12,439200.00,439200.000000000000
136757,49.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136485,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,97,118,1190600.00,1448358.762886597898,9,12,329400.00,439200.000000000000
136678,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,70,85,442200.00,536957.1428571428571465,10,12,189000.00,226800.000000000000
136131,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,112,118,1373600.00,1447185.714285714252,12,12,439200.00,439200.000000000000
136729,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,77,85,487500.00,538149.3506493506493480,11,12,207900.00,226800.000000000000
136178,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,90,118,1105200.00,1449040.000000000000,9,12,329400.00,439200.000000000000
136642,49.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,54,85,342000.00,538333.3333333333333305,10,12,189000.00,226800.000000000000
136226,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,118,118,1446800.00,1446799.999999999956,12,12,439200.00,439200.000000000000
136869,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136181,99.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,108,118,1323600.00,1446155.555555555608,10,12,366000.00,439200.000000000000
136900,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136135,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,104,118,1276000.00,1447769.230769230742,11,12,402600.00,439200.000000000000
136951,49.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,78,85,493800.00,538115.3846153846153820,12,12,226800.00,226800.000000000000
136486,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,99,118,1212600.00,1445321.212121212064,8,12,292800.00,439200.000000000000
136672,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,84,85,532200.00,538535.7142857142857155,12,12,226800.00,226800.000000000000
136441,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,117,118,1434600.00,1446861.538461538516,11,12,402600.00,439200.000000000000
136956,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,11,12,207900.00,226800.000000000000
136411,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,100,118,1224800.00,1445264.000000000000,10,12,366000.00,439200.000000000000
136823,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,68,85,431400.00,539249.9999999999999990,10,12,189000.00,226800.000000000000
136360,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,86,118,1052800.00,1444539.534883720922,11,12,402600.00,439200.000000000000
136754,49.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,78,85,494400.00,538769.2307692307692275,12,12,226800.00,226800.000000000000
136322,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,98,118,1201600.00,1446824.489795918324,10,12,366000.00,439200.000000000000
136841,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136284,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,107,118,1311400.00,1446216.822429906520,10,12,366000.00,439200.000000000000
136600,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,85,85,538500.00,538499.9999999999999975,12,12,226800.00,226800.000000000000
136250,101.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,91,118,1115000.00,1445824.175824175854,8,12,292800.00,439200.000000000000
136666,50.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,78,85,494400.00,538769.2307692307692275,9,12,170100.00,226800.000000000000
136146,100.0,1222.1311789570966,Anapa,Moscow,Boeing 737-300,4200,3.2218091697645601,20102,122849.17129739736,98,118,1201600.00,1446824.489795918324,11,12,402600.00,439200.000000000000
136769,51.0,631.0266514216619,Anapa,Belgorod,Sukhoi Superjet-100,3000,2.807228915662650625,15805,55268.81138764955,77,85,488100.00,538811.6883116883116850,11,12,207900.00,226800.000000000000
